miss_id,miss_char,miss_count,created_at,updated_at,user_id
588,u,5,2025-05-01 08:44:57.701712+00,2025-05-01 08:52:03.102587+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
586,k,7,2025-05-01 08:44:57.698964+00,2025-05-01 08:52:03.10388+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
584,i,14,2025-05-01 08:44:57.696194+00,2025-05-01 08:52:03.105156+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
590,r,4,2025-05-01 08:44:57.704459+00,2025-05-01 08:52:03.106434+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
580,a,13,2025-05-01 08:44:57.690648+00,2025-05-01 08:52:03.107733+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
587,t,7,2025-05-01 08:44:57.70033+00,2025-05-01 08:52:03.109189+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
579,n,6,2025-05-01 08:44:57.688759+00,2025-05-01 08:52:03.110461+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
631,s,1,2025-05-01 08:52:03.111963+00,2025-05-01 08:52:03.111972+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
591,e,3,2025-05-01 08:44:57.705835+00,2025-05-01 08:52:03.113229+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
632,c,1,2025-05-01 08:52:03.11466+00,2025-05-01 08:52:03.114669+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
583,z,4,2025-05-01 08:44:57.694818+00,2025-05-01 08:52:03.11589+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
633,y,3,2025-05-01 08:52:03.117298+00,2025-05-01 08:52:03.117307+00,c01fdcec-4897-4e47-9d6d-eb2099c21db7
553,l,5,2025-04-25 06:40:56.882237+00,2025-06-03 03:50:34.578652+00,c37ef629-95ba-4554-b131-de014b0956c4
519,i,20,2025-04-25 06:25:03.072281+00,2025-06-03 03:54:03.351584+00,c37ef629-95ba-4554-b131-de014b0956c4
611,a,59,2025-05-01 08:45:52.581448+00,2025-05-27 01:19:38.240229+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
522,a,17,2025-04-25 06:25:03.076301+00,2025-06-03 03:54:03.352845+00,c37ef629-95ba-4554-b131-de014b0956c4
614,r,21,2025-05-01 08:45:52.585596+00,2025-05-27 01:19:38.244085+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
520,s,14,2025-04-25 06:25:03.073633+00,2025-06-03 03:54:03.355373+00,c37ef629-95ba-4554-b131-de014b0956c4
624,d,5,2025-05-01 08:50:35.945595+00,2025-05-27 01:19:38.247931+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
617,e,33,2025-05-01 08:45:52.589775+00,2025-05-27 01:19:38.250517+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
626,y,4,2025-05-01 08:50:35.957787+00,2025-05-27 01:19:38.251781+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
625,w,12,2025-05-01 08:50:35.948603+00,2025-05-27 01:19:38.254428+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
635,f,1,2025-05-01 09:45:00.239095+00,2025-05-01 09:45:00.239111+00,d4347a20-ea9c-432a-b15d-274cb1a7bdc5
645,r,2,2025-05-01 09:45:00.253374+00,2025-05-01 09:45:00.253383+00,d4347a20-ea9c-432a-b15d-274cb1a7bdc5
646,l,2,2025-05-01 09:45:00.254746+00,2025-05-01 09:45:00.254754+00,d4347a20-ea9c-432a-b15d-274cb1a7bdc5
533,r,13,2025-04-25 06:25:03.090939+00,2025-06-03 03:54:03.356635+00,c37ef629-95ba-4554-b131-de014b0956c4
647,x,1,2025-05-01 09:45:00.256096+00,2025-05-01 09:45:00.256103+00,d4347a20-ea9c-432a-b15d-274cb1a7bdc5
648,u,1,2025-05-01 09:45:00.258135+00,2025-05-01 09:45:00.258143+00,d4347a20-ea9c-432a-b15d-274cb1a7bdc5
649,c,2,2025-05-01 09:45:00.259565+00,2025-05-01 09:45:00.259573+00,d4347a20-ea9c-432a-b15d-274cb1a7bdc5
650,t,1,2025-05-01 09:45:00.260927+00,2025-05-01 09:45:00.260935+00,d4347a20-ea9c-432a-b15d-274cb1a7bdc5
653,s,2,2025-05-02 04:09:12.66619+00,2025-05-02 04:09:12.666206+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
654,a,7,2025-05-02 04:09:12.668047+00,2025-05-02 04:09:12.668056+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
655,h,2,2025-05-02 04:09:12.669443+00,2025-05-02 04:09:12.669451+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
656,t,5,2025-05-02 04:09:12.670783+00,2025-05-02 04:09:12.670791+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
657,o,2,2025-05-02 04:09:12.672117+00,2025-05-02 04:09:12.672125+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
658,y,2,2025-05-02 04:09:12.673472+00,2025-05-02 04:09:12.67348+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
659,g,1,2025-05-02 04:09:12.674876+00,2025-05-02 04:09:12.674884+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
660,r,1,2025-05-02 04:09:12.676255+00,2025-05-02 04:09:12.676263+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
661,m,2,2025-05-02 04:09:12.677584+00,2025-05-02 04:09:12.677592+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
662,i,1,2025-05-02 04:09:12.678912+00,2025-05-02 04:09:12.67892+00,6a78fb78-70dc-45cf-a2a5-c9b8b8c91063
663,o,4,2025-05-02 06:26:00.427233+00,2025-05-02 06:26:00.427247+00,488c5963-9456-45f4-bc45-3d8118e79703
664,k,2,2025-05-02 06:26:00.429068+00,2025-05-02 06:26:00.429077+00,488c5963-9456-45f4-bc45-3d8118e79703
665,r,3,2025-05-02 06:26:00.430466+00,2025-05-02 06:26:00.430474+00,488c5963-9456-45f4-bc45-3d8118e79703
666,e,5,2025-05-02 06:26:00.431816+00,2025-05-02 06:26:00.431824+00,488c5963-9456-45f4-bc45-3d8118e79703
667,d,6,2025-05-02 06:26:00.433154+00,2025-05-02 06:26:00.433177+00,488c5963-9456-45f4-bc45-3d8118e79703
668,h,2,2025-05-02 06:26:00.434509+00,2025-05-02 06:26:00.434518+00,488c5963-9456-45f4-bc45-3d8118e79703
669,n,4,2025-05-02 06:26:00.43585+00,2025-05-02 06:26:00.435858+00,488c5963-9456-45f4-bc45-3d8118e79703
670,i,8,2025-05-02 06:26:00.437224+00,2025-05-02 06:26:00.437232+00,488c5963-9456-45f4-bc45-3d8118e79703
671,t,2,2025-05-02 06:26:00.438566+00,2025-05-02 06:26:00.438574+00,488c5963-9456-45f4-bc45-3d8118e79703
672,u,8,2025-05-02 06:26:00.439899+00,2025-05-02 06:26:00.439907+00,488c5963-9456-45f4-bc45-3d8118e79703
673,x,5,2025-05-02 06:26:00.441244+00,2025-05-02 06:26:00.441252+00,488c5963-9456-45f4-bc45-3d8118e79703
674,j,1,2025-05-02 06:26:00.442573+00,2025-05-02 06:26:00.442581+00,488c5963-9456-45f4-bc45-3d8118e79703
675,a,6,2025-05-02 06:26:00.443899+00,2025-05-02 06:26:00.443907+00,488c5963-9456-45f4-bc45-3d8118e79703
676,m,2,2025-05-02 06:26:00.445233+00,2025-05-02 06:26:00.445241+00,488c5963-9456-45f4-bc45-3d8118e79703
677,y,1,2025-05-02 06:26:00.446565+00,2025-05-02 06:26:00.446573+00,488c5963-9456-45f4-bc45-3d8118e79703
678,s,2,2025-05-02 06:26:00.447944+00,2025-05-02 06:26:00.447952+00,488c5963-9456-45f4-bc45-3d8118e79703
502,w,3,2025-04-24 09:26:22.872221+00,2025-05-02 09:22:22.784717+00,edad0f71-443d-4bfc-b366-c20a4a602029
697,b,2,2025-06-02 06:09:54.207674+00,2025-06-02 06:09:54.207682+00,c37ef629-95ba-4554-b131-de014b0956c4
612,t,12,2025-05-01 08:45:52.582856+00,2025-05-27 01:19:38.246645+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
628,j,5,2025-05-01 08:50:35.963117+00,2025-05-27 01:19:38.24923+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
510,z,6,2025-04-24 09:31:13.253026+00,2025-05-02 09:30:19.469918+00,edad0f71-443d-4bfc-b366-c20a4a602029
620,g,11,2025-05-01 08:45:52.593853+00,2025-05-27 01:19:38.253066+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
689,z,2,2025-05-22 01:12:28.026781+00,2025-05-23 01:03:46.345947+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
494,s,34,2025-04-24 09:26:22.860632+00,2025-05-02 09:47:28.800675+00,edad0f71-443d-4bfc-b366-c20a4a602029
690,f,2,2025-05-22 01:12:28.04071+00,2025-05-23 01:03:46.349872+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
691,x,1,2025-05-23 01:03:46.351536+00,2025-05-23 01:03:46.351544+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
710,e,3,2025-06-04 11:24:11.649504+00,2025-06-04 11:24:11.649513+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
694,c,1,2025-05-27 01:19:38.255893+00,2025-05-27 01:19:38.255916+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
682,l,2,2025-05-08 09:53:11.277797+00,2025-05-08 09:53:11.277807+00,4bead440-ef99-437c-bb25-d2d290e6e753
683,y,1,2025-05-08 09:53:11.295228+00,2025-05-08 09:53:11.295236+00,4bead440-ef99-437c-bb25-d2d290e6e753
684,b,2,2025-05-08 09:53:11.30192+00,2025-05-08 09:53:11.301928+00,4bead440-ef99-437c-bb25-d2d290e6e753
685,f,1,2025-05-08 09:53:11.303311+00,2025-05-08 09:53:11.303319+00,4bead440-ef99-437c-bb25-d2d290e6e753
686,v,2,2025-05-08 09:53:11.308732+00,2025-05-08 09:53:11.308741+00,4bead440-ef99-437c-bb25-d2d290e6e753
711,u,5,2025-06-04 11:24:11.650876+00,2025-06-04 11:24:11.650885+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
712,l,1,2025-06-04 11:24:11.652221+00,2025-06-04 11:24:11.652229+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
688,q,1,2025-05-14 10:07:38.595211+00,2025-05-14 10:07:38.595219+00,575e0431-1085-4d49-9191-86fd4695b554
651,q,3,2025-05-02 00:21:30.157259+00,2025-06-11 00:51:53.42384+00,9f27d136-09de-407f-b405-7120b2d55daa
696,w,2,2025-05-30 09:29:37.760152+00,2025-06-03 03:54:03.339621+00,c37ef629-95ba-4554-b131-de014b0956c4
695,j,4,2025-05-27 02:07:21.880687+00,2025-06-03 03:54:03.354099+00,c37ef629-95ba-4554-b131-de014b0956c4
263,p,114,2025-04-02 08:09:38.209488+00,2025-06-11 08:29:23.38599+00,7b341d92-c6ef-4d5d-bf17-6551f9842b9f
652,q,2,2025-05-02 00:58:02.526499+00,2025-05-21 09:01:40.731216+00,78d9548f-bbcf-4129-a8a7-e0a841a295b3
680,p,3,2025-05-07 07:07:36.417616+00,2025-06-11 08:35:41.874718+00,6bdcd97d-6502-462a-84f1-b5d3afefa313
687,q,3,2025-05-13 01:51:37.770777+00,2025-06-10 01:05:42.214161+00,ed7db178-e6d4-4007-8bbe-cd6781641ae6
713,v,1,2025-06-11 08:38:56.23312+00,2025-06-11 08:38:56.233131+00,6bdcd97d-6502-462a-84f1-b5d3afefa313
698,a,12,2025-06-04 11:24:11.611974+00,2025-06-04 11:24:11.611988+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
699,s,4,2025-06-04 11:24:11.634266+00,2025-06-04 11:24:11.634279+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
700,i,16,2025-06-04 11:24:11.635746+00,2025-06-04 11:24:11.635755+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
679,q,18,2025-05-07 05:48:55.399902+00,2025-06-12 06:44:37.604348+00,29a91abd-7963-46c8-96ff-3a074cf2d6f5
701,w,2,2025-06-04 11:24:11.63721+00,2025-06-04 11:24:11.637219+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
702,o,10,2025-06-04 11:24:11.63857+00,2025-06-04 11:24:11.638578+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
703,k,4,2025-06-04 11:24:11.639957+00,2025-06-04 11:24:11.639965+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
704,r,4,2025-06-04 11:24:11.641311+00,2025-06-04 11:24:11.64132+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
627,p,8,2025-05-01 08:50:35.961737+00,2025-05-27 01:15:45.427174+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
705,n,5,2025-06-04 11:24:11.642669+00,2025-06-04 11:24:11.642692+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
706,y,3,2025-06-04 11:24:11.644044+00,2025-06-04 11:24:11.644053+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
692,v,1,2025-05-27 01:15:45.436382+00,2025-05-27 01:15:45.43639+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
707,h,1,2025-06-04 11:24:11.645401+00,2025-06-04 11:24:11.64541+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
693,l,3,2025-05-27 01:15:45.445007+00,2025-05-27 01:15:45.445015+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
708,m,5,2025-06-04 11:24:11.646765+00,2025-06-04 11:24:11.646777+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
616,h,13,2025-05-01 08:45:52.588322+00,2025-05-27 01:19:38.235015+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
621,o,34,2025-05-01 08:45:52.59523+00,2025-05-27 01:19:38.23636+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
610,u,31,2025-05-01 08:45:52.579631+00,2025-05-27 01:19:38.237657+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
618,n,27,2025-05-01 08:45:52.591135+00,2025-05-27 01:19:38.238955+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
613,i,35,2025-05-01 08:45:52.584208+00,2025-05-27 01:19:38.241504+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
615,s,24,2025-05-01 08:45:52.586962+00,2025-05-27 01:19:38.242774+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
619,k,13,2025-05-01 08:45:52.592487+00,2025-05-27 01:19:38.245353+00,c25b8ad6-d958-4009-bfb3-f2bcf3b13afc
709,t,5,2025-06-04 11:24:11.648124+00,2025-06-04 11:24:11.648133+00,1b30d901-6046-4fcc-8ea0-2869273bc2b7
70,y,65,2025-04-02 01:34:06.451546+00,2025-06-12 07:19:21.104002+00,9f27d136-09de-407f-b405-7120b2d55daa
681,x,3,2025-05-07 08:54:07.245493+00,2025-05-30 10:09:44.942041+00,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200
131,w,71,2025-04-02 01:34:17.559623+00,2025-06-12 10:50:46.090588+00,5f19c80d-8883-42f3-9257-f9f899f703d9
558,f,8,2025-04-25 09:29:10.637531+00,2025-06-13 00:58:53.666648+00,eb06d3ea-4a70-462c-9f56-d5e1979eb96f
